[3.17942530e-01 6.63877964e-01 1.20243389e-08],[ 0.32906446  0.6753425  -0.00929747],[ 0.33329302  0.69357562 -0.01083472],[ 0.3345412   0.71108907 -0.01018363],[ 0.33681589  0.72521138 -0.00846737],[ 0.31953502  0.70684606 -0.00194357],[3.22235644e-01 7.26562023e-01 1.53710178e-04],[0.32881278 0.73077536 0.00090765],[0.33312899 0.72918069 0.00165663],[0.3152979  0.70465773 0.00424453],[0.31939745 0.72252041 0.00848482],[0.32681233 0.72620434 0.00927084],[0.33208561 0.72447556 0.00908457],[0.3139213  0.70154083 0.00954261],[0.31833282 0.71667856 0.0128132 ],[0.32463661 0.71968663 0.0127169 ],[0.32975915 0.71889716 0.01192259],[0.31396833 0.69946074 0.0140774 ],[0.31803352 0.71208239 0.01611352],[0.32286677 0.71517509 0.01646347],[0.32729477 0.71452457 0.01647901]
[ 3.57785523e-01  6.26238525e-01 -1.03185016e-08],[ 0.36539179  0.63105339 -0.00640792],[ 0.36777395  0.64002609 -0.00975152],[ 0.36460501  0.64899498 -0.01245511],[ 0.36024916  0.65560234 -0.01452888],[ 0.35746914  0.6568284  -0.00478465],[ 0.35347661  0.66867816 -0.00918138],[ 0.35327789  0.67112237 -0.01252995],[ 0.3536607   0.67113072 -0.01435337],[ 0.35257336  0.659621   -0.00322554],[ 0.34853071  0.6722945  -0.00695433],[ 0.34938103  0.67494589 -0.00919623],[ 0.35044447  0.67531031 -0.01042859],[ 0.34932119  0.66139174 -0.00262397],[ 0.34556919  0.67324346 -0.00581668],[ 0.34696478  0.67661178 -0.00706306],[ 0.34850055  0.67785692 -0.00747464],[ 0.34709501  0.66217679 -0.00264369],[ 0.34422362  0.67254788 -0.00442139],[ 0.34477347  0.67636561 -0.00496611],[ 0.34591019  0.67870802 -0.00507645]

[ 3.21114421e-01  6.11194074e-01 -2.86169186e-08],[ 0.33562851  0.62081826 -0.00370611],[ 0.34187537  0.63490826 -0.00679055],[ 0.34261632  0.64837313 -0.00861421],[ 0.33971223  0.65722322 -0.00976964],[ 0.33111018  0.62777859 -0.01705382],[ 0.32794484  0.64729744 -0.02289573],[ 0.32922953  0.6594907  -0.02399166],[ 0.33096904  0.66284901 -0.02339523],[ 0.31959066  0.62821579 -0.01651718],[ 0.31489348  0.64969862 -0.02241983],[ 0.31824744  0.66385102 -0.02148523],[ 0.32251659  0.6669088  -0.02005438],[ 0.3103933   0.63084859 -0.01566053],[ 0.3041828  0.6506384 -0.0208271],[ 0.30821899  0.6641143  -0.02049191],[ 0.31349853  0.66820765 -0.01913455],[ 0.30421028  0.63437057 -0.01477388],[ 0.29714671  0.65136701 -0.01993386],[ 0.29966983  0.66324699 -0.02167536],[ 0.30449247  0.66852885 -0.021878  ]
[3.09662044e-01 6.09135509e-01 2.37607001e-08],[ 0.3201673   0.62114465 -0.00310852],[ 0.3271921   0.63772851 -0.00685903],[ 0.331081    0.65109462 -0.01000364],[ 0.33417988  0.66089505 -0.01283413],[ 0.32270604  0.63127941 -0.01422205],[ 0.32283804  0.65172076 -0.02065519],[ 0.32039055  0.66196829 -0.02335283],[ 0.31860939  0.66422492 -0.02386727],[ 0.31185701  0.62847465 -0.01518822],[ 0.30714667  0.65321219 -0.0214273 ],[ 0.30618849  0.66011769 -0.02185992],[ 0.30788216  0.65718007 -0.02098628],[ 0.30190274  0.62646765 -0.01584941],[ 0.29517183  0.64925355 -0.02134305],[ 0.29509965  0.65507561 -0.02020777],[ 0.29792595  0.65216166 -0.01796276],[ 0.29358274  0.62499261 -0.01648445],[ 0.28654048  0.64440477 -0.02059988],[ 0.28587171  0.64969492 -0.01967482],[ 0.28811038  0.64786142 -0.01786554]
[3.00437868e-01 6.00289464e-01 5.95820460e-08],[ 0.30814102  0.61610812 -0.0020904 ],[ 0.31125763  0.63527119 -0.00601865],[ 0.31180757  0.65143013 -0.00948618],[ 0.30989522  0.66328299 -0.01257305],[ 0.31258327  0.63067567 -0.01448495],[ 0.31609485  0.6491946  -0.02205485],[ 0.31035343  0.66081953 -0.02559682],[ 0.30534285  0.66508353 -0.02689195],[ 0.30549696  0.62626463 -0.01628556],[ 0.30147135  0.64477229 -0.02339265],[ 0.29586637  0.65441477 -0.02409133],[ 0.29365501  0.65479136 -0.02367244],[ 0.2964361   0.62040478 -0.01783988],[ 0.29096267  0.63765365 -0.02373751],[ 0.28634268  0.64731902 -0.02276575],[ 0.2853395   0.64855415 -0.02106587],[ 0.28704408  0.61427516 -0.01934312],[ 0.28093162  0.62935835 -0.0238119 ],[ 0.27723908  0.63941979 -0.02362297],[ 0.27606115  0.64383233 -0.02250504]
[2.90963292e-01 6.02529049e-01 7.70868098e-08],[ 0.29737383  0.61855304 -0.00282353],[ 0.29978606  0.638578   -0.00731947],[ 0.29929385  0.65421003 -0.01107604],[ 0.29649511  0.66475779 -0.0144347 ],[ 0.30245724  0.63084954 -0.01659883],[ 0.30580485  0.64726019 -0.02417695],[ 0.29947138  0.65845591 -0.02762431],[ 0.29369196  0.66226685 -0.0290661 ],[ 0.29547626  0.62438339 -0.01841816],[ 0.29276219  0.63894451 -0.02596477],[ 0.28717673  0.64954764 -0.02686158],[ 0.28458118  0.65147209 -0.02677936],[ 0.28657541  0.61690277 -0.01991753],[ 0.28242484  0.62921965 -0.02621143],[ 0.27753499  0.64010203 -0.02559021],[ 0.27612069  0.64420491 -0.0243532 ],[ 0.27699456  0.60988367 -0.02140643],[ 0.27195594  0.6222747  -0.02608461],[ 0.26922175  0.63189501 -0.02586957],[ 0.26862612  0.63725179 -0.02498759]
[2.82955289e-01 6.01063728e-01 9.50022994e-08],[ 0.28798416  0.6183449  -0.00271736],[ 0.28967863  0.63709527 -0.00803604],[ 0.28937623  0.6517328  -0.01269783],[ 0.2862874   0.66182047 -0.01706748],[ 0.29145074  0.63264292 -0.01941819],[ 0.29420441  0.65088409 -0.0282502 ],[ 0.28687519  0.66135764 -0.03198762],[ 0.28091046  0.66498244 -0.03362541],[ 0.28540313  0.62541622 -0.02199695],[ 0.28315237  0.64005715 -0.03129205],[ 0.2765426   0.65012544 -0.03260026],[ 0.27314362  0.65293676 -0.03264359],[ 0.27758875  0.61637574 -0.02414705],[ 0.27428281  0.62815619 -0.03237094],[ 0.26826945  0.63830489 -0.03246034],[ 0.26553026  0.64351952 -0.03152322],[ 0.26896033  0.60745651 -0.02611804],[ 0.26356193  0.61819971 -0.0322032 ],[ 0.25976473  0.62764543 -0.03246228],[ 0.25800526  0.63435256 -0.0319007 ]
[2.73273319e-01 6.05610490e-01 9.11158864e-08],[ 0.27663329  0.62042081 -0.00145216],[ 0.27745265  0.6371308  -0.00454769],[ 0.27559933  0.65036196 -0.00735396],[ 0.27267376  0.65967119 -0.01012988],[ 0.2785233   0.63863319 -0.01141837],[ 0.28076112  0.65814769 -0.01736252],[ 0.27508512  0.66769546 -0.02013547],[ 0.26954585  0.67147815 -0.02129547],[ 0.27295381  0.63334423 -0.01351353],[ 0.26812002  0.65120727 -0.01884381],[ 0.26207125  0.65907133 -0.01976634],[ 0.25785798  0.66173285 -0.0198068 ],[ 0.26617509  0.6248588  -0.01533461],[ 0.26045063  0.64020908 -0.01994741],[ 0.25473389  0.64735407 -0.01957613],[ 0.25071967  0.65085965 -0.01874986],[ 0.25907075  0.61547953 -0.01704375],[ 0.25313461  0.62587857 -0.02070593],[ 0.24820751  0.63346368 -0.02016611],[ 0.24454015  0.63913447 -0.01908617]
[2.63357371e-01 6.10302746e-01 1.04162069e-07],[ 0.26612154  0.62656397 -0.00118379],[ 0.2642585   0.64537221 -0.00323239],[ 0.26037389  0.66015303 -0.00508469],[ 0.25676158  0.67085189 -0.00708951],[ 0.26282316  0.64528507 -0.00872414],[ 0.26017711  0.6654129  -0.013823  ],[ 0.25386262  0.6750856  -0.01648496],[ 0.24836451  0.67948037 -0.01770484],[ 0.25762334  0.63901365 -0.01040793],[ 0.25031325  0.65613216 -0.01450771],[ 0.24475542  0.66430944 -0.01566473],[ 0.24083488  0.66862202 -0.01620466],[ 0.25212377  0.62990588 -0.0119101 ],[ 0.24398223  0.64345789 -0.01564439],[ 0.23906755  0.64953798 -0.01572487],[ 0.23554748  0.65336984 -0.01545908],[ 0.24700055  0.61957306 -0.01328762],[ 0.24012633  0.62721509 -0.01620119],[ 0.23519714  0.63250005 -0.01568199],[ 0.23131318  0.63656408 -0.01484512]
[2.52108723e-01 6.12635136e-01 1.15650280e-07],[ 0.25558582  0.63129145 -0.00169675],[ 0.2503593   0.65097117 -0.00345473],[ 0.24298745  0.66532367 -0.00465801],[ 0.23772277  0.67538255 -0.00602123],[ 0.24662836  0.65158975 -0.00911021],[ 0.23921232  0.66894501 -0.01271148],[ 0.23351018  0.68025076 -0.01434024],[ 0.22939833  0.68843234 -0.0151271 ],[ 0.24013461  0.6435889  -0.01011021],[ 0.22828034  0.65853578 -0.01294396],[ 0.22182074  0.66834557 -0.0136629 ],[ 0.2173841   0.67569733 -0.01410554],[ 0.23437026  0.63336533 -0.01074127],[ 0.22277042  0.64571607 -0.01344622],[ 0.21669325  0.65301651 -0.01319974],[ 0.21247713  0.65811384 -0.01283279],[ 0.23011687  0.62255538 -0.01129669],[ 0.22082563  0.63178366 -0.01340994],[ 0.21462771  0.63708186 -0.01249546],[ 0.20958613  0.64105254 -0.01142377]
[2.42322072e-01 6.17657781e-01 9.84674955e-08],[2.44562000e-01 6.41133845e-01 3.02663131e-04],[ 2.37465829e-01  6.59508169e-01 -4.05897707e-04],[ 0.22883877  0.67203385 -0.0007671 ],[ 0.2230527   0.68174672 -0.00115322],[ 0.23105365  0.65828562 -0.00635862],[ 0.22408843  0.67643642 -0.00881992],[ 0.21869464  0.68712693 -0.00950401],[ 0.215636    0.6944657  -0.00922015],[ 0.22262059  0.64879733 -0.00773431],[ 0.20923057  0.66433048 -0.00935827],[ 0.20466445  0.67345697 -0.00830845],[ 0.20396478  0.67858762 -0.00666738],[ 0.2170054   0.63899171 -0.00866535],[ 0.2021111   0.65196192 -0.0103505 ],[ 0.1971716   0.6612829  -0.00867683],[ 0.19572389  0.66680002 -0.0066509 ],[ 0.21430282  0.62964892 -0.00930104],[ 0.20208643  0.63830787 -0.01034946],[ 0.19662113  0.64451885 -0.00809122],[ 0.19395342  0.64887971 -0.0054092 ]
[2.37472266e-01 6.25717878e-01 2.41900677e-09],[ 0.24142775  0.6474576  -0.00095713],[ 0.23449132  0.66407567 -0.00089335],[ 2.25144267e-01  6.73917770e-01 -4.92100895e-04],[2.19364405e-01 6.80541217e-01 3.94800358e-04],[ 0.21987036  0.66518873 -0.00358879],[ 0.20999895  0.68149042 -0.00565782],[ 0.20956947  0.69040293 -0.00629828],[ 0.21150047  0.69407588 -0.00592058],[ 0.21214126  0.65589857 -0.00396575],[ 0.1992975   0.67083561 -0.00500761],[ 0.20194188  0.67647421 -0.0037923 ],[ 0.20652291  0.67623001 -0.00216316],[ 0.20793714  0.64632213 -0.00435921],[ 0.19452363  0.65713233 -0.00490201],[ 0.19756202  0.66230047 -0.00272063],[ 2.01829687e-01  6.62196755e-01 -6.41993829e-04],[ 0.2066      0.63684809 -0.0049079 ],[ 0.19517738  0.64312071 -0.00467141],[ 0.19588976  0.64794362 -0.00262593],[ 1.98910415e-01  6.48402810e-01 -5.42657217e-04]
[ 2.33990967e-01  6.25895321e-01 -4.34361418e-08],[ 0.24207662  0.64673752 -0.00472215],[ 0.23595439  0.66646773 -0.0058881 ],[ 0.22565822  0.68089938 -0.00581947],[ 0.22081392  0.69343889 -0.00481052],[ 0.21951641  0.66365921 -0.00727191],[ 0.20750582  0.68421072 -0.00892349],[ 0.20880191  0.69461918 -0.00840646],[ 0.21227971  0.69864428 -0.00726367],[ 0.21168311  0.65697592 -0.0050466 ],[ 0.20122848  0.67951906 -0.00614697],[ 0.20581651  0.68927777 -0.00455338],[ 0.21102832  0.69141477 -0.0029947 ],[ 0.20777297  0.65195882 -0.00297537],[ 0.19803329  0.67274481 -0.00378268],[ 0.20275232  0.68057698 -0.00183461],[ 2.07766831e-01  6.81628823e-01 -1.72431814e-04],[ 0.2063822   0.64875346 -0.00128284],[ 0.19931042  0.66418231 -0.00153095],[ 2.01774836e-01  6.72147274e-01 -4.33843350e-04],[0.20533353 0.67447668 0.00069083]
[ 2.36454800e-01  6.30174994e-01 -2.12577742e-08],[ 0.24215229  0.64954984 -0.00904224],[ 0.2363437   0.66969252 -0.01008335],[ 0.22838348  0.68537748 -0.00887759],[ 0.22251324  0.69747382 -0.0063374 ],[ 0.21777907  0.66823393 -0.00312408],[ 0.20943081  0.68840629 -0.00273581],[ 0.21263981  0.69860399 -0.003215  ],[ 0.21682996  0.70285827 -0.00325065],[0.21445754 0.6647051  0.00249977],[0.20892814 0.68425155 0.00425939],[0.21244319 0.69500065 0.00403402],[0.21729884 0.70014369 0.00352116],[0.21432382 0.66256005 0.00721774],[0.21003389 0.68086171 0.00766155],[0.21340667 0.69004679 0.00683089],[0.21718305 0.69541037 0.00616734],[0.21497975 0.66177243 0.01133627],[0.21098411 0.67786032 0.01109511],[0.2132315  0.68604386 0.01078149],[0.21641466 0.69076109 0.010748  ]
[2.45829493e-01 6.35746717e-01 6.80939323e-08],[ 0.24196395  0.65495926 -0.01065528],[ 0.2357      0.67353106 -0.01031725],[ 0.230619    0.68951011 -0.00778686],[ 0.22660871  0.7023958  -0.00414869],[0.22375397 0.67448598 0.00557759],[0.21877494 0.69214559 0.00989725],[0.21854098 0.69910771 0.01124894],[0.2193041  0.70116299 0.01217945],[0.22799852 0.67369276 0.01288196],[0.22462861 0.6911791  0.0188723 ],[0.22520861 0.69750196 0.01926687],[0.22607395 0.69963682 0.01913451],[0.23290813 0.67283005 0.01846627],[0.23234162 0.68645406 0.02241453],[0.23418035 0.6905427  0.02090359],[0.23501475 0.69229722 0.01962887],[0.23720612 0.67194939 0.02295526],[0.23754744 0.68310571 0.02567028],[0.23946509 0.68549949 0.02546794],[0.24053006 0.68629426 0.02525657]
[ 2.50024855e-01  6.37526095e-01 -1.95310452e-08],[ 0.25640875  0.64657807 -0.01278226],[ 0.25783402  0.66035038 -0.01774107],[ 0.25659356  0.67365378 -0.020037  ],[ 0.25472802  0.68367356 -0.02166824],[ 0.2370096   0.67352462 -0.01361243],[ 0.23502846  0.69326854 -0.01830308],[ 0.23705184  0.70231861 -0.0217497 ],[ 0.23939618  0.7068122  -0.02356899],[ 0.23382436  0.676992   -0.00789226],[ 0.23514649  0.69770503 -0.01223295],[ 0.24240643  0.70420593 -0.01499145],[ 0.24925631  0.70537692 -0.01608337],[ 0.23340586  0.67855436 -0.00292481],[ 0.23650394  0.69704032 -0.00713398],[ 0.24430783  0.70120257 -0.00926731],[ 0.25074825  0.70157319 -0.00975142],[0.23452552 0.67827708 0.00120852],[ 0.23797807  0.69152492 -0.00237888],[ 0.24385415  0.69508684 -0.00381478],[ 0.24898715  0.69546825 -0.0038084 ]
[2.60935277e-01 6.53350890e-01 4.84135754e-08],[ 0.25003228  0.66199833 -0.00611276],[ 0.24387078  0.68041033 -0.00677089],[ 0.24046411  0.69728941 -0.00713941],[ 0.23573428  0.70835191 -0.00700652],[0.24207079 0.69634235 0.00285002],[ 0.23892845  0.71011186 -0.00077103],[ 0.23971133  0.71401    -0.0047181 ],[ 0.24191347  0.71174586 -0.00670072],[0.24963024 0.69970095 0.00449712],[0.24769634 0.71512014 0.0014372 ],[ 0.24892642  0.71748656 -0.00232546],[ 0.25121233  0.71290171 -0.00411564],[0.25732628 0.69948286 0.00471952],[0.25634062 0.71435547 0.00128305],[ 0.25744912  0.715877   -0.001436  ],[ 0.25913358  0.71139461 -0.00228852],[0.26521632 0.69613981 0.00430443],[0.26613262 0.70792037 0.00135286],[ 2.66816556e-01  7.09450364e-01 -4.92504114e-05],[ 2.67272204e-01  7.07052350e-01 -2.20112459e-04]
[2.68162221e-01 6.56778812e-01 3.17520126e-08],[ 0.25715235  0.66538548 -0.00363269],[ 0.25205922  0.68517107 -0.00400183],[ 0.25012878  0.70229381 -0.00474366],[ 0.24440272  0.71248412 -0.00505366],[0.25533032 0.70440966 0.00321481],[ 2.54641861e-01  7.21014917e-01 -6.50332135e-04],[ 0.25203186  0.72299516 -0.00444   ],[ 0.25089639  0.71796137 -0.00630328],[0.26233193 0.70571977 0.00336813],[ 2.61831939e-01  7.23657668e-01 -3.84378771e-04],[ 0.25891227  0.72360289 -0.00401304],[ 0.25749251  0.71634936 -0.00556718],[0.26931211 0.70383793 0.00242056],[ 0.26976794  0.72117448 -0.00110031],[ 0.26712519  0.72226989 -0.00335559],[ 0.26519167  0.71667683 -0.00395605],[0.27682847 0.69948822 0.00100013],[ 0.2783075   0.71261382 -0.00181995],[ 0.27630499  0.71567655 -0.00323575],[ 0.27420953  0.71356767 -0.00351868]
[2.75120854e-01 6.59679234e-01 2.02033448e-08],[ 0.26310635  0.67093778 -0.0036591 ],[ 0.25829574  0.68995023 -0.00397434],[ 0.25605783  0.70723504 -0.00478537],[ 0.25006932  0.71822071 -0.00522303],[0.26072949 0.70790339 0.00493781],[0.25971127 0.72251064 0.00160811],[ 0.25769964  0.7258569  -0.00228947],[ 0.25588915  0.72420406 -0.0046061 ],[0.26791969 0.70954633 0.00504143],[0.26759326 0.72640288 0.00103957],[ 0.26671591  0.72717154 -0.00323175],[ 0.26556045  0.72094876 -0.00526775],[0.27522615 0.70850962 0.00395292],[ 2.75831759e-01  7.24341929e-01 -4.21533732e-05],[ 0.27592772  0.72622037 -0.00327219],[ 0.27544621  0.72082645 -0.00448053],[0.28312308 0.70494092 0.00239036],[ 0.28471681  0.71702474 -0.00077785],[ 0.28443804  0.72031063 -0.00278876],[ 0.28365397  0.71843994 -0.00354039]
[2.80293673e-01 6.61358118e-01 5.61149349e-10],[ 0.26869327  0.67452556 -0.00356446],[ 0.26412216  0.69342476 -0.00343809],[ 0.26267442  0.7105543  -0.00384306],[ 0.25713313  0.72104573 -0.00367375],[0.26344121 0.70851117 0.00673483],[0.26198384 0.7233907  0.00386936],[2.62931943e-01 7.26584971e-01 2.16915112e-04],[ 0.2639268   0.72434795 -0.00180362],[0.27110851 0.71041018 0.00709602],[0.27065235 0.72653198 0.00383897],[ 2.72236168e-01  7.27166295e-01 -2.77203682e-04],[ 0.27350214  0.72131407 -0.00216772],[0.27869403 0.70969969 0.00616484],[0.27926376 0.72448862 0.00307918],[2.80522257e-01 7.25968421e-01 3.58015212e-04],[ 2.81176060e-01  7.20852911e-01 -5.57166000e-04],[0.28672811 0.70649111 0.00471126],[0.28809327 0.71771026 0.00281861],[0.28858152 0.7207734  0.00169706],[0.28848296 0.71945    0.00149957]
[ 2.82021314e-01  6.57015085e-01 -2.17781331e-08],[ 0.2728765   0.67172915 -0.00436403],[ 0.2682687   0.69089013 -0.00453195],[ 0.26524779  0.70747656 -0.00497038],[ 0.26024669  0.71827912 -0.00477925],[0.26829305 0.70432287 0.00616806],[0.26857644 0.72083455 0.0026455 ],[ 0.2715798   0.72219515 -0.00152376],[ 0.27409849  0.71688181 -0.00354796],[0.27520621 0.70362693 0.00713983],[0.27559415 0.71927947 0.00370202],[ 0.27800059  0.71857846 -0.00089494],[ 0.27981219  0.7114718  -0.00302918],[0.28150472 0.70078033 0.00674921],[0.28248104 0.71390945 0.00367516],[0.28415006 0.7139051  0.00071809],[ 2.84948081e-01  7.08049893e-01 -3.34946672e-04],[0.28755105 0.6959604  0.00576789],[0.28923646 0.70498765 0.00371473],[0.28927866 0.70555693 0.00250316],[0.28812623 0.70263469 0.00235377]
[ 2.81311572e-01  6.50553226e-01 -2.72754406e-08],[ 0.27471235  0.66740936 -0.00652872],[ 0.26976758  0.68503636 -0.00677681],[ 0.26650816  0.70133716 -0.00667208],[ 0.26263914  0.71270323 -0.00573005],[0.26460481 0.69533485 0.00673884],[0.26330233 0.71177024 0.00444642],[0.26781568 0.7123155  0.00071306],[ 0.27156761  0.70686591 -0.00119566],[0.27186576 0.69445378 0.00964794],[0.27155703 0.71021354 0.00780193],[0.27575555 0.70953363 0.00290472],[2.78825462e-01 7.03317940e-01 1.73157285e-04],[0.27866131 0.69205689 0.01102328],[0.2791926  0.70457357 0.00954414],[0.28263545 0.70379984 0.00591348],[0.28497797 0.69791251 0.00399278],[0.28477547 0.68795979 0.01164836],[0.28633884 0.69648194 0.01133952],[0.28815916 0.69631815 0.01013459],[0.2890543  0.69308782 0.00961437]
[ 2.81346351e-01  6.43206716e-01 -7.64238024e-08],[ 0.27769396  0.66102988 -0.00706318],[ 0.27317196  0.67840058 -0.0078751 ],[ 0.26939791  0.69331974 -0.00804329],[ 0.26681194  0.70403719 -0.00767138],[0.26236436 0.68742031 0.0020721 ],[ 0.26200607  0.70095807 -0.00216113],[ 0.26572722  0.69973564 -0.0062898 ],[ 0.26826391  0.69347894 -0.00803064],[0.26806641 0.68689924 0.00532355],[2.72414297e-01 6.97610021e-01 4.38890682e-04],[ 0.27884051  0.69292861 -0.00461135],[ 0.28346118  0.68638694 -0.00645338],[0.27351126 0.6845057  0.00735708],[0.27781031 0.69198608 0.00205834],[ 0.28345117  0.6863507  -0.00195599],[ 0.28705877  0.67955995 -0.00267948],[0.27809334 0.68071169 0.00893895],[0.28185397 0.68539393 0.00519964],[0.28510779 0.68151575 0.00322553],[0.28697336 0.67674124 0.00341603]

[2.78343737e-01 6.29828215e-01 9.60513535e-09],[ 0.28396749  0.648426   -0.00219599],[ 0.28143308  0.66541755 -0.0006851 ],[0.27704781 0.67622328 0.00120399],[0.27373245 0.68336958 0.00384637],[0.26881462 0.66812789 0.00666975],[0.26505226 0.6809516  0.01033839],[0.26731545 0.68327141 0.01160817],[0.26890019 0.68244946 0.01236181],[0.26569182 0.6637097  0.00894707],[0.26295489 0.67635161 0.01334049],[0.26541853 0.67942065 0.0134716 ],[0.26707298 0.67949384 0.01309137],[0.26441416 0.65963084 0.01069512],[0.26253062 0.67145288 0.01420627],[0.26464814 0.67445892 0.0141428 ],[0.26593518 0.67468888 0.01355526],[0.26390725 0.65644276 0.01220613],[0.26250964 0.66720885 0.01548977],[0.26360562 0.67052448 0.01685486],[0.26446235 0.6712079  0.01755443]
[ 2.80523568e-01  6.21805131e-01 -6.90038959e-08],[ 0.28680936  0.63937199 -0.0019389 ],[ 0.28380892  0.65523344 -0.00220204],[ 0.2758953   0.66536242 -0.00234997],[ 0.26960409  0.67054206 -0.00186677],[0.27041245 0.65606153 0.00156013],[0.2648423  0.67042309 0.0010455 ],[2.70195603e-01 6.71251297e-01 2.05338118e-04],[ 2.74127275e-01  6.66577697e-01 -3.34207143e-05],[0.2659789  0.64997894 0.0022698 ],[0.26231718 0.66390657 0.00279668],[0.2675539  0.66492927 0.00225119],[0.27097431 0.66084075 0.00180162],[0.26366803 0.64395547 0.00260411],[0.26120335 0.6573419  0.00303428],[0.26570594 0.65802878 0.0035278 ],[0.26870394 0.6538015  0.00374446],[0.26249278 0.63858354 0.00278685],[0.26113153 0.64999068 0.00388521],[0.26420146 0.6510331  0.00556138],[0.26638421 0.64765036 0.00678748]










[2.87460357e-01 5.74689090e-01 1.77622468e-08],[ 0.29332608  0.58220726 -0.00692135],[ 0.29851249  0.59029031 -0.01054528],[ 0.30201232  0.5971424  -0.01354092],[ 0.30503982  0.60345846 -0.0162326 ],[ 0.29109412  0.60879827 -0.00404175],[ 0.29266033  0.62024826 -0.00644897],[ 0.29384062  0.62516707 -0.00917862],[ 0.29416704  0.63026118 -0.0111604 ],[ 0.28870136  0.60968286 -0.00198185],[ 0.29236647  0.61968535 -0.00486694],[ 0.29489043  0.6236279  -0.00765559],[ 0.29682335  0.62719804 -0.0094139 ],[ 0.28684494  0.60882789 -0.00066313],[ 0.29166436  0.61676729 -0.00328138],[ 0.29567543  0.61817068 -0.00443596],[ 0.29892913  0.61877978 -0.0046693 ],[2.84742475e-01 6.06816828e-01 4.90369348e-06],[ 0.28712341  0.61481369 -0.00105128],[ 0.28912452  0.61813956 -0.00086567],[ 2.90719092e-01  6.20694935e-01 -4.22519457e-04]
[2.89634585e-01 5.84843218e-01 4.49140174e-08],[ 0.29726538  0.58899909 -0.0047104 ],[ 0.30384868  0.59763062 -0.00727405],[ 0.30749792  0.60651684 -0.00897533],[ 0.30983981  0.61412114 -0.01036088],[ 0.29595971  0.609864   -0.00631462],[ 0.29799643  0.62350488 -0.00936703],[ 0.29904804  0.63286394 -0.01134359],[ 0.29948926  0.64008862 -0.01244311],[ 0.29084352  0.61245537 -0.00538537],[ 0.29297081  0.62620437 -0.00778944],[ 0.29443508  0.63543224 -0.0089599 ],[ 0.29516324  0.64308214 -0.009638  ],[ 0.28714073  0.6138562  -0.00476248],[ 0.28929031  0.62632728 -0.00687952],[ 0.29073927  0.63497388 -0.00698954],[ 0.29159823  0.64261639 -0.00679094],[ 0.28487685  0.61386544 -0.0045299 ],[ 0.28685361  0.62523568 -0.006122  ],[ 0.28800705  0.63284892 -0.00585277],[ 0.28866407  0.63944507 -0.00530145]
[2.96478063e-01 6.02961123e-01 2.28210357e-08],[ 0.30188379  0.61161387 -0.00807032],[ 0.30520958  0.62464017 -0.00858341],[ 0.30911142  0.63553095 -0.00704323],[ 0.31229606  0.64234793 -0.00460963],[ 0.29164487  0.63975358 -0.00296841],[ 0.29175109  0.65987945 -0.00274772],[ 0.29604933  0.66815031 -0.00319483],[ 0.30035585  0.67150682 -0.00288126],[0.29101273 0.64054662 0.00262747],[0.29163975 0.65868479 0.00404744],[0.29764852 0.66423953 0.00318156],[0.30327535 0.66495389 0.00287666],[0.291655   0.63994491 0.0074981 ],[0.29417574 0.6545431  0.00835651],[0.3008917  0.65695912 0.0059571 ],[0.30657801 0.65672243 0.00467688],[0.29289591 0.63891417 0.01186266],[0.29551685 0.64881533 0.01204328],[0.30025747 0.65128911 0.01062141],[0.30499455 0.65138245 0.01010673]
[3.00649107e-01 6.15188003e-01 2.78079462e-08],[ 0.29374376  0.62824261 -0.00336154],[ 0.29193926  0.64542329 -0.00347775],[ 0.29253906  0.66070181 -0.00389076],[ 0.28923294  0.67035693 -0.00408508],[0.29268366 0.65885341 0.00375054],[0.29289094 0.67147875 0.00088684],[ 0.29470685  0.67763531 -0.00215098],[ 0.29599291  0.67917466 -0.00394997],[0.29988742 0.65746182 0.00396457],[ 3.02749574e-01  6.70784533e-01 -7.07702493e-05],[ 0.30470586  0.66888577 -0.00341393],[ 0.30507359  0.66249347 -0.00462272],[0.30634388 0.65321523 0.00326308],[ 0.31006056  0.66431284 -0.0012867 ],[ 0.31127656  0.66117436 -0.00316304],[ 0.31068757  0.65474629 -0.00317699],[0.31222597 0.64668632 0.00221755],[ 0.31626505  0.65485793 -0.00148787],[ 0.3164669   0.65283918 -0.00250111],[ 0.31492439  0.64851987 -0.00223286]
[3.01754087e-01 6.21533632e-01 3.54208431e-08],[ 0.2947166   0.63205302 -0.00477671],[ 0.29166228  0.64947718 -0.00587927],[ 0.29163805  0.66501355 -0.00697365],[ 0.28829601  0.67617446 -0.00774875],[0.29365322 0.66425246 0.00242946],[ 2.93713599e-01  6.76663518e-01 -2.96884537e-04],[ 0.29496172  0.68498993 -0.00310575],[ 0.29550368  0.68969166 -0.0049998 ],[0.30049068 0.66332996 0.00307876],[ 0.30363122  0.67678875 -0.00133028],[ 0.30438751  0.67375606 -0.00442006],[ 0.30329037  0.66781884 -0.0053021 ],[0.30689859 0.65939856 0.00277653],[ 0.31056628  0.67144406 -0.00221346],[ 0.31033379  0.6669904  -0.00337955],[ 0.30825755  0.66093147 -0.002791  ],[0.31300762 0.65354007 0.00201367],[ 0.31702429  0.66180027 -0.00196141],[ 0.31580931  0.65829331 -0.00240942],[ 0.31305888  0.65330172 -0.0016658 ]
